Price,CrimeRate,SchoolRating
484959.3802,36.4,8.71
147924.8775,13.24,5.77
341137.3523,21.91,5.26
344911.5591,10.7,8.53
397836.7671,14.52,8.0
125547.0981,1.36,5.06
295280.7222,18.08,7.27
188442.1053,66.84,5.53
335517.7029,3.55,7.43
138465.3329,51.05,6.96
278062.661,24.06,6.69
161611.813,21.3,7.65
259413.6359,44.36,5.44
358905.9131,19.68,3.24
553218.0459,44.82,4.56
120464.7704,18.48,8.49
282994.8668,19.59,5.04
109353.449,38.12,6.05
353651.7208,4.54,7.93
172711.0743,35.08,6.75
147335.3796,2.24,8.33
182683.8867,11.04,4.88
299567.9959,42.66,8.51
244027.2836,52.44,6.59
257520.3555,37.26,9.01
329648.5927,22.77,9.06
182105.3596,35.25,7.5
432803.8536,1.27,8.38
385473.4938,30.1,7.46
245413.2988,45.21,9.26
224232.9026,48.4,6.48
179635.891,40.31,2.59
189735.9028,32.08,6.28
293761.1775,3.25,5.95
548417.5068,20.47,9.07
463412.5911,30.4,6.86
611335.534,36.53,7.07
455238.6954,24.53,10.0
94945.29121,18.12,3.52
329248.5451,53.15,8.9
160359.5372,17.33,4.49
474269.9146,60.6,7.93
201442.1326,19.29,7.82
303217.004,48.76,9.12
329770.112,45.11,5.24
163847.6551,48.97,5.62
118378.6969,43.42,6.23
259072.1918,30.54,7.53
215335.419,0.39,7.59
325830.4139,24.86,6.08
582774.318,71.59,9.63
462583.2748,21.94,7.03
152926.0367,37.45,5.9
106447.0001,61.14,6.87
250270.0733,25.95,5.46
445046.2937,21.41,9.12
156150.7303,66.94,7.13
138315.1695,63.37,5.26
214925.2506,40.47,8.2
280856.0706,32.13,9.2
452624.6154,12.2,6.54
276852.617,44.58,7.08
414159.8518,34.32,2.73
181878.1121,37.51,9.09
448257.7508,28.25,8.59
297161.0335,21.9,10.0
538568.7553,55.79,8.08
329310.4682,45.47,7.82
220926.562,23.97,8.89
208793.7303,15.22,4.97
426944.4873,27.83,6.35
297768.4233,12.48,10.0
202792.0195,35.14,4.27
257820.883,69.66,4.64
719331.4896,28.89,10.0
526756.9959,37.55,7.69
216374.8129,64.7,6.22
730786.3043,40.36,6.4
355873.0695,48.1,6.58
274638.1222,4.93,5.16
354991.1055,52.86,5.93
197318.2591,48.64,9.33
216506.6648,54.66,6.07
108490.1181,17.37,6.05
429260.2981,30.0,7.49
203231.4107,36.53,7.62
312197.9063,8.56,6.22
259399.4509,13.79,6.14
354020.6613,18.87,8.23
670334.3299,7.05,7.8
396913.3339,8.8,6.85
204063.8821,46.09,7.07
283619.0625,8.96,8.58
374408.3745,27.27,7.85
295860.5658,34.98,9.54
451762.9087,6.03,7.58
136734.5207,15.79,3.63
179621.2942,25.03,8.09
104494.0941,68.89,6.46
232734.2708,53.98,10.0
439069.212,18.99,10.0
382919.7319,80.06,7.51
354630.7593,5.83,6.01
489571.0562,51.56,9.15
107724.4395,48.61,6.51
513827.4323,15.23,7.92
291908.329,32.68,10.0
373249.1694,0.63,9.85
149113.8024,13.16,7.02
107628.6258,23.46,3.26
415698.1237,7.45,8.59
118774.584,34.58,6.39
359293.2998,48.43,5.79
176525.3283,38.92,7.47
544101.1038,30.7,10.0
333010.0784,61.23,8.75
533299.9959,35.16,7.7
343397.9756,11.18,9.2
713551.7912,35.23,10.0
152093.8417,65.13,2.85
167086.2464,32.82,7.87
179713.0449,16.1,2.52
447821.6703,14.58,7.01
399822.7895,32.57,6.06
161195.7912,8.39,7.79
165341.6144,66.56,7.47
417207.8893,0.54,7.97
317332.7509,7.19,4.98
232133.557,16.89,5.49
1024519.119,15.84,9.85
342368.1851,16.36,3.95
176492.6957,25.83,6.14
838769.975,37.05,10.0
310573.1299,37.09,5.76
137956.9998,44.09,6.59
622546.9995,20.57,9.13
479896.9346,34.81,8.82
113517.1348,49.19,6.45
605073.6116,15.57,9.29
115818.4461,44.51,7.24
113742.3577,33.41,7.98
105789.8119,65.76,8.76
333409.777,30.18,6.82
229083.7701,31.35,6.05
427537.2168,0.85,8.52
331872.4272,19.34,9.49
170712.7342,30.05,7.38
462670.0166,13.41,7.19
406174.3374,63.64,10.0
476783.0867,27.9,6.13
168745.4268,21.42,6.23
443878.1302,5.27,7.18
254754.2361,67.66,3.06
129329.3717,4.0,6.53
275672.8901,36.0,6.49
235371.6686,24.61,6.21
356303.0078,52.99,6.94
397944.8863,22.55,8.29
448149.3355,29.05,7.51
704374.5511,0.54,9.38
307165.0681,28.36,7.65
773888.7987,17.3,10.0
183257.9263,26.3,6.84
165001.8779,2.12,5.69
234719.5722,22.04,3.37
151390.0694,8.14,7.23
481282.1057,18.95,4.52
124209.0541,0.16,5.94
442991.002,22.63,7.53
242998.1077,43.88,2.77
294738.4393,45.49,6.83
272679.2009,20.61,5.58
103129.133,52.7,5.15
232290.5139,35.04,7.04
266670.5158,61.74,8.01
185241.968,22.48,7.93
255114.2111,6.78,9.36
180984.9615,44.95,6.04
205364.9148,20.91,8.04
856276.5702,6.96,6.02
584773.6586,56.15,7.44
543530.4933,32.06,6.31
108074.4061,61.27,4.37
402303.617,18.53,9.32
451813.1003,20.62,10.0
324412.5087,16.49,5.21
478875.1957,25.61,10.0
527791.5519,37.79,7.69
371188.7216,3.39,8.2
324159.0214,45.2,4.23
111989.9103,35.22,5.52
571149.0188,37.69,8.58
610644.4847,49.69,7.02
254564.3918,19.68,7.12
118420.3323,10.91,4.68
295324.819,42.84,5.23
329886.498,29.23,9.49
299926.3906,39.59,3.11
299616.9397,55.87,8.15
343455.0967,18.67,5.92
334874.4242,21.06,5.07
126313.9809,49.37,6.81
462043.3268,9.6,9.54
448351.6474,33.33,6.83
547107.722,29.28,7.03
126155.5558,30.37,4.46
303146.052,44.02,7.37
114541.7742,25.14,4.1
138420.4848,83.85,3.93
157692.2378,23.56,7.78
217917.5136,26.94,6.68
138761.6006,34.45,3.71
356639.1253,39.52,7.33
255488.3252,29.65,9.19
739123.5425,73.21,10.0
439717.8031,21.25,7.45
254732.3594,23.28,5.93
136314.9004,49.68,5.07
168159.7604,24.02,10.0
149706.996,20.81,4.92
483124.0778,31.51,10.0
317826.7291,33.53,4.67
491887.0762,57.76,10.0
491132.4585,31.63,8.36
365094.6323,32.45,7.9
488567.3674,48.13,5.87
234631.3808,37.65,9.06
154400.7525,40.36,5.26
269865.6223,33.93,5.37
222065.2125,56.0,5.98
519811.7034,1.75,6.92
579176.5925,1.44,6.41
217357.924,1.87,7.71
235650.2469,25.36,5.36
345892.9122,32.34,5.35
436711.6125,12.78,10.0
396428.1539,29.17,6.97
197581.5547,5.39,9.02
362063.8721,31.0,9.39
418226.226,67.74,6.4
226658.9276,19.43,7.2
294283.1239,15.18,8.76
226528.3599,35.19,5.16
221653.0451,44.71,5.46
121928.5813,10.43,7.17
145855.3631,9.3,4.33
342147.8498,42.13,9.73
572012.3294,7.11,9.64
269943.1539,24.59,5.58
219969.8851,41.76,3.95
369969.2973,17.89,5.62
332145.3784,41.03,5.21
109888.7624,32.25,5.01
297256.5871,23.45,6.44
180913.36,32.05,5.32
192507.0224,19.79,4.84
137536.1443,30.02,8.06
464838.8622,44.97,8.68
611786.1264,21.31,9.28
439067.9892,39.09,6.46
307908.9626,20.15,8.53
324624.6879,20.42,8.87
404300.6422,27.75,8.7
523957.4089,3.73,9.37
169402.8034,43.05,3.52
672571.3857,61.39,10.0
135635.1167,64.82,6.13
482017.4676,20.65,10.0
208302.3543,37.36,6.37
311283.1048,4.93,8.58
474262.431,25.58,7.5
469792.0289,54.42,10.0
439281.9156,22.84,7.97
377809.1796,54.18,8.07
655183.3652,11.26,5.84
237511.6102,29.15,7.67
391146.0655,72.4,7.52
446113.4462,23.49,7.89
281655.736,33.7,5.31
652006.0813,25.76,5.82
169471.5239,37.84,4.4
163370.4662,21.5,5.99
208876.8089,53.42,8.1
213919.6444,16.82,8.64
211150.8233,48.29,5.62
134397.8758,52.24,7.14
411131.67,31.42,8.91
314862.9031,37.71,6.21
628152.6935,22.13,10.0
296999.248,29.01,2.71
561175.1138,32.88,6.17
131578.2299,12.56,6.41
368325.8931,7.67,5.3
362656.4323,7.44,10.0
290095.1722,24.86,6.78
754848.4025,46.97,7.31
115209.9412,48.18,4.25
166306.0265,1.67,5.92
489752.3503,22.73,5.1
432899.8862,26.41,2.48
191458.4188,70.38,6.83
182376.0913,19.61,6.98
359154.4452,54.3,6.76
229985.76,54.34,8.51
238678.8672,1.84,8.84
445125.9499,13.26,5.32
258536.9667,4.43,8.58
384097.6603,26.05,9.01
108684.8082,39.25,4.52
314431.4141,18.47,2.42
326446.5612,15.59,5.42
592878.0164,58.9,6.1
134257.9645,46.55,8.66
119850.694,61.68,5.87
612273.691,22.96,8.4
188284.0518,44.67,2.91
139547.3221,43.23,4.92
307325.5166,49.35,8.75
448803.6599,8.59,5.32
275558.7316,18.53,6.75
283872.353,3.12,8.34
792902.0333,52.02,8.54
124464.1959,77.3,6.48
232474.8527,13.57,6.48
111564.0417,12.08,6.22
360685.8504,34.92,4.86
221064.633,0.35,6.63
223986.7535,22.71,5.24
140764.7725,62.52,4.75
334089.7381,34.48,6.74
202492.5214,37.45,7.35
316805.749,22.13,9.47
119164.7362,82.77,2.05
368225.0555,33.59,8.62
105336.1581,27.91,6.67
308517.5187,8.17,3.29
207001.6902,17.49,2.6
215523.7457,1.4,9.08
184107.5474,9.67,6.42
557539.1088,55.69,4.87
338433.3133,57.61,6.3
143168.2995,40.16,6.9
249169.7703,35.64,5.24
163022.5614,27.54,4.04
131853.8666,22.78,5.22
338485.1269,25.88,4.79
356754.0484,58.03,6.51
95153.23721,24.69,5.74
333044.5036,62.44,6.13
294473.2071,46.04,6.85
414809.4504,66.28,8.26
102361.1318,15.28,5.24
288106.0885,28.69,6.55
385022.8356,45.51,7.27
218450.2049,57.65,8.06
217689.4574,52.14,5.46
420809.5649,14.75,8.36
192581.5685,8.49,5.17
180672.84,10.35,4.32
151369.7369,14.56,7.2
653440.5314,47.08,10.0
244050.2982,53.0,8.92
207894.5331,33.15,7.76
229454.0694,16.94,4.45
461043.3516,24.67,8.35
270178.5985,18.15,4.23
110274.9103,51.46,6.59
218414.7041,23.55,9.1
183678.3238,57.03,4.84
232875.4715,37.84,7.27
354230.9295,43.21,5.57
214175.3206,31.86,8.11
297423.1277,17.46,7.82
530254.5409,63.14,8.22
410194.7332,2.21,7.57
144485.8132,54.23,0.23
138310.3571,51.86,4.49
305092.5135,43.73,6.17
432917.1193,31.39,5.76
357762.5729,25.31,6.56
284402.3429,50.16,8.31
197307.6923,76.0,5.73
475681.4227,39.45,9.73
401002.3532,17.02,4.78
431435.5791,41.2,8.67
334194.8309,23.36,9.58
271846.2022,63.54,5.3
330865.3714,9.88,10.0
91512.09051,53.48,4.64
486068.0823,28.15,8.71
281753.5547,6.85,7.26
197046.1664,23.8,6.73
293998.622,57.09,4.52
898733.2881,42.74,9.04
206992.6136,15.64,5.88
190732.4501,49.18,8.07
243122.8524,23.46,5.76
417647.5648,3.02,8.86
336680.312,21.5,10.0
286606.7534,41.36,7.52
237962.8901,21.26,4.81
416588.5502,21.32,7.21
359337.9394,7.57,8.8
312625.3158,34.24,6.28
475264.6945,42.2,8.27
266182.0228,25.91,5.75
116537.0207,56.33,3.19
248909.1914,11.83,6.59
540968.028,42.65,5.64
481998.8766,8.24,5.8
205821.4283,42.74,6.29
469204.7181,10.08,7.79
332227.9805,22.58,6.63
411915.1851,18.7,8.93
250971.3034,67.0,4.35
158157.9756,49.98,3.55
356969.6722,11.9,10.0
299649.7369,16.42,6.2
255614.8992,20.56,5.62
483538.6537,29.29,8.49
678856.1535,7.81,10.0
156162.9293,44.08,5.16
268522.6089,37.97,4.19
395108.6609,20.24,9.5
313336.7835,13.49,7.31
380664.6365,19.65,5.5
197164.2005,66.22,7.47
466152.7444,64.54,9.5
118318.5553,17.29,2.85
293738.7038,17.23,9.36
235053.9275,62.61,4.36
260262.293,30.58,4.14
309973.0901,62.82,5.96
467528.3796,58.59,10.0
164865.8263,53.97,8.22
590336.7802,34.85,7.1
439672.1542,11.89,9.35
489941.7627,62.59,3.4
262495.0027,39.67,2.13
251668.5837,43.12,5.43
655655.4963,30.22,9.29
202699.6241,1.88,5.33
168141.7004,12.67,7.64
218338.9366,3.26,3.22
314184.2177,25.94,7.3
548708.0646,30.11,9.92
336400.2977,54.88,6.74
637118.2194,25.39,10.0
830298.342,30.19,5.95
386724.8723,58.38,5.88
401983.7276,38.76,8.74
167842.3834,49.89,4.05
105659.5162,41.63,4.08
409191.0991,14.22,10.0
317686.7158,36.57,7.49
356729.1921,32.59,7.02
168440.38,33.5,1.16
98485.69882,45.97,4.63
265594.885,47.83,7.76
197659.0477,31.91,5.77
95078.5366,20.47,8.59
281220.2829,72.84,5.29
231996.9865,31.0,6.02
279742.0998,33.61,7.52
146971.1482,68.35,5.82
620383.6814,9.99,8.52
199859.2865,53.52,4.95
398883.5375,36.17,7.02
257554.7764,63.9,9.06
220321.5049,8.09,4.99
449684.8712,41.49,8.42
397803.9845,53.2,7.2
536763.4995,3.88,9.42
138503.6879,43.08,7.92
383724.1186,45.36,10.0
247749.1269,35.38,7.43
240418.5569,17.62,8.25
317966.9791,19.82,10.0
340473.0578,76.65,7.39
391602.5135,5.55,7.34
476443.3303,55.26,9.25
178033.013,78.98,1.94
365462.756,36.24,8.28
409934.7182,32.34,10.0
106487.3614,25.77,5.38
376348.1229,20.01,7.68
220243.667,26.56,6.47
233860.5597,0.77,4.35
176531.527,8.22,5.37
415701.1553,23.51,5.98
832364.5386,13.77,10.0
459692.6221,13.91,8.95
239719.168,3.7,7.01
250070.1344,12.4,2.42
452040.361,32.33,6.58
347975.5257,7.84,7.82
291636.1534,74.91,3.87
177099.3657,26.29,6.12
210373.8428,13.56,6.29
259052.416,25.81,7.2
123457.3985,58.86,1.95
251924.3703,22.7,10.0
96794.62338,38.5,7.07
648983.5545,50.28,7.76
172212.6478,48.48,4.92
274760.2602,40.67,8.86
224962.3678,48.45,5.3
111084.7262,51.48,3.85
214522.3518,29.14,7.53
197631.161,52.1,4.0
308470.7357,41.9,8.7
171908.0275,31.39,8.76
178681.0914,54.6,2.92
117951.9489,39.11,7.45
342470.7477,13.36,6.95
669899.8306,8.07,9.41
171463.446,10.45,5.47
451307.7722,8.05,7.69
1021383.138,36.77,10.0
240209.1375,39.48,6.52
286069.083,39.87,4.72
290976.1554,17.4,9.14
226378.703,33.85,4.22
467780.1173,14.04,10.0
104494.1398,41.49,4.36
242583.861,5.8,3.18
175214.5163,24.87,4.38
316635.7496,24.65,7.06
173399.3359,18.79,8.62
117301.2525,72.74,6.17
349936.8147,5.11,8.39
530298.4977,4.6,8.95
212457.828,19.15,9.05
223063.3335,0.28,5.89
301411.1411,49.6,6.12
212750.9135,25.74,6.68
109291.8156,65.39,6.85
494924.5852,15.61,7.12
342589.5947,42.93,7.36
150525.8601,21.57,8.01
256951.6967,34.1,6.56
520032.12,19.74,8.3
192521.6106,54.37,4.22
533735.283,1.66,9.61
328886.6243,13.5,8.64
234615.5798,63.29,6.64
551271.1624,54.61,8.25
490827.0104,8.5,7.52
411731.8548,25.36,7.88
550774.8003,17.12,7.33
316604.0103,49.95,5.98
467118.2498,56.29,8.39
340834.0191,26.23,7.62
206292.4974,29.44,5.46
726744.0329,4.85,10.0
347447.5701,44.66,3.37
215208.6958,36.3,9.21
186211.2944,27.82,5.65
268163.8259,3.78,8.99
292423.6433,24.92,9.28
160234.8661,62.2,7.12
387338.4613,39.59,5.1
319925.1832,45.17,5.27
328246.596,39.93,9.04
263012.9653,50.25,3.91
481343.2377,20.46,8.23
337965.0351,33.81,8.16
643258.8816,46.48,7.15
244632.1739,14.55,5.23
287497.9485,40.3,7.52
364721.6372,52.5,5.56
211064.3934,40.29,7.39
137458.5869,23.82,6.09
206088.2827,8.54,6.15
361972.9183,44.41,7.28
279416.6081,68.04,6.81
407186.8924,45.85,6.9
412373.3986,36.19,4.29
737642.2279,8.64,5.12
217570.6037,34.46,4.39
570597.1907,2.07,9.06
297752.7272,1.9,4.73
213944.3293,18.25,5.64
138488.8491,45.99,7.08
507210.8837,28.45,9.69
119443.0763,23.7,5.59
482633.7756,54.34,6.98
347294.6279,26.85,5.78
596493.3763,1.99,6.48
131576.8368,13.84,5.61
204452.9966,81.01,5.3
115173.7373,39.48,3.63
381488.4294,5.46,10.0
170795.5101,72.38,7.03
265321.4022,37.27,10.0
396806.8532,15.55,9.37
221437.2518,65.54,6.83
289809.1616,22.85,8.99
486956.4901,28.74,6.48
198667.8465,2.64,8.83
468264.3781,48.99,9.75
270524.0295,16.43,7.39
321391.2068,15.9,7.34
609318.9799,37.55,8.86
454508.5205,47.81,6.66
238164.0926,8.13,8.12
166979.9417,36.09,6.79
447702.5196,7.08,10.0
339933.3714,5.5,10.0
238883.7761,58.82,4.79
580161.3982,53.96,10.0
280964.1246,35.41,9.75
267189.6762,15.08,10.0
128597.2572,58.47,7.43
375822.6095,40.12,8.32
734718.2092,11.46,9.0
177565.4235,31.93,3.82
458236.3894,2.51,10.0
146907.4989,37.98,5.26
173956.117,0.62,6.48
193380.8159,17.91,6.41
163561.6621,22.36,6.47
500296.9494,8.31,5.27
239730.0695,17.79,8.97
457222.6993,24.16,9.37
287015.2723,49.99,6.35
585482.7727,54.02,8.0
343701.8081,1.1,5.72
191467.3252,17.39,7.88
99606.59665,54.01,4.49
428629.7674,11.36,9.14
435573.3916,13.96,6.32
442287.2356,36.09,10.0
454502.9972,20.59,9.72
408496.2329,2.33,6.78
190524.11,50.87,6.23
251081.8918,43.24,8.03
522258.1523,34.76,7.43
267385.6889,44.73,4.99
381476.7155,0.11,10.0
254588.0358,25.67,10.0
491609.262,37.73,7.03
281771.1895,31.14,7.95
212778.75,52.16,5.43
402903.701,28.18,8.58
640803.1033,23.38,10.0
110357.4044,43.24,2.98
262996.8434,21.67,7.69
212264.3216,6.93,6.78
348766.8704,30.53,9.27
245033.0932,35.38,5.48
291864.0579,33.51,6.13
156066.8081,27.83,7.06
317391.1596,3.74,8.48
255381.687,16.5,7.25
677502.42,10.9,10.0
280959.6153,16.79,4.43
370193.4112,64.91,7.45
255525.2587,20.57,7.67
184014.233,70.69,3.03
419409.281,2.91,4.65
571365.9853,68.22,10.0
173014.2408,55.74,2.62
277525.919,13.98,10.0
339707.7197,24.58,5.01
227731.0587,60.59,5.99
263032.174,8.25,5.29
300545.6297,22.98,6.68
382450.2242,87.84,10.0
261979.9442,48.74,4.63
285859.5581,39.67,6.0
182601.1792,26.0,10.0
186732.3028,8.98,8.11
530379.033,51.9,3.09
332210.8691,1.01,10.0
136195.1048,36.12,5.07
407233.324,30.57,7.13
126350.2557,21.68,3.98
488847.3307,59.32,7.12
241383.5785,13.41,7.95
99936.5567,6.64,9.06
312273.7125,47.59,5.41
181429.723,11.5,4.39
342213.898,7.92,7.15
289920.2097,24.32,9.39
379183.5131,7.02,5.41
482617.6292,5.13,8.24
176290.8751,4.45,7.69
160035.8175,52.48,4.25
209297.3314,12.78,8.08
373959.1605,12.08,7.98
417832.9095,56.71,9.26
303131.7829,39.56,8.65
518283.6632,16.74,6.2
196530.6017,16.0,3.85
148202.4455,41.03,8.82
229348.9249,62.44,10.0
392054.2836,9.41,8.08
176391.7665,44.61,8.31
243330.2826,50.59,8.15
495124.7829,17.83,4.16
146256.3008,37.98,4.71
241788.0642,55.34,6.38
322815.7941,24.08,6.08
402125.0531,43.53,7.58
278796.2627,63.27,9.06
648483.851,14.74,10.0
431617.4945,14.8,9.46
682259.8491,28.35,6.74
304336.8266,19.55,6.65
253480.6175,26.99,7.05
344318.0144,39.12,7.01
369014.675,19.22,7.53
374546.7069,31.27,7.21
334482.7915,21.04,10.0
328549.876,58.21,7.3
465682.7256,38.35,8.15
131801.5547,17.98,4.22
171058.31,11.88,6.27
173633.0734,24.37,7.8
378964.0034,21.75,6.35
453458.35,24.89,6.09
400419.9643,27.09,4.74
526160.6607,22.42,8.05
360219.5148,38.95,5.3
294272.5689,71.18,5.02
517017.3736,42.61,10.0
95433.65204,53.65,7.51
253190.5315,43.68,7.91
280736.3999,10.98,10.0
314442.0345,17.4,8.12
437663.5699,59.67,8.15
485272.1414,23.62,7.3
407645.5491,35.11,7.52
534702.9622,23.03,7.35
198687.8753,36.26,7.84
434388.6594,12.62,5.08
431823.3071,22.37,9.42
205001.7894,7.65,6.49
205791.8109,31.48,8.14
371156.6215,41.94,6.32
426660.6039,3.32,8.0
218798.9246,51.18,5.81
288091.6363,19.98,9.29
204872.0204,51.92,7.8
657127.9763,15.11,7.83
200723.3825,40.72,4.47
348528.6559,18.06,6.59
430986.6528,40.42,6.71
132716.068,11.91,4.05
185130.3115,35.57,4.41
220975.2677,32.22,8.06
163050.2762,4.95,2.61
186999.0163,42.06,5.3
525904.4053,21.85,7.08
355199.2606,14.18,7.06
143656.816,59.32,6.53
263709.1885,29.48,5.18
214391.3055,51.64,8.06
191026.5823,8.59,8.88
495641.0722,38.97,9.27
526297.9108,25.92,6.24
153280.776,41.68,6.01
494321.5561,19.98,8.29
227381.0904,19.0,6.79
189641.8097,5.33,4.77
161515.2686,49.5,5.67
247243.8197,65.62,7.57
600382.1171,29.24,10.0
151697.7123,17.74,7.97
232339.2558,41.43,5.86
228188.9861,3.98,4.84
435343.9722,23.33,4.52
112603.21,16.4,5.25
265497.8918,48.26,4.32
619118.0958,46.61,8.86
484760.7987,29.19,10.0
177463.4998,29.07,6.43
194015.63,52.42,5.09
158445.3716,68.79,6.17
269629.0388,27.69,10.0
525938.1543,44.87,6.32
126925.7731,53.45,3.41
105192.0811,35.06,6.1
608734.7679,12.1,8.81
304735.3154,41.0,3.13
300761.3612,2.2,6.5
353152.4661,8.27,6.23
198495.9734,26.47,5.68
161003.0709,60.37,6.02
376548.3196,20.65,8.75
155927.1016,52.54,4.66
217705.6329,31.03,2.89
221361.2166,2.48,5.18
504143.4412,11.22,7.4
397818.3873,68.92,7.46
419687.7832,26.43,6.2
184673.4119,62.83,5.8
598525.1942,22.74,9.64
169087.4955,36.62,7.1
173075.952,59.3,5.4
216188.775,7.88,7.2
254403.7403,44.84,3.34
336339.7509,64.45,5.34
414412.5618,6.41,6.7
157820.79,2.88,9.72
155738.7254,72.52,7.95
502763.8162,51.83,6.56
255664.0662,32.97,4.11
313708.945,48.39,6.04
723129.0195,40.66,7.59
425611.6652,46.01,10.0
190459.3301,3.18,5.8
703023.0198,25.12,9.7
373244.7733,38.79,9.32
200241.5569,48.46,6.3
115497.4784,34.97,3.51
396197.2993,7.47,10.0
327234.425,10.03,6.14
120333.7165,49.03,5.39
405318.1143,25.45,10.0
494961.776,22.44,8.24
321483.2509,32.68,5.61
307637.3231,12.03,5.46
242853.308,41.08,4.65
123982.6111,24.13,9.12
435836.4462,20.54,8.5
374614.6022,37.7,7.78
373283.2345,45.89,6.7
451607.1293,39.87,8.9
124213.8928,0.46,4.49
417684.3441,13.15,7.26
298794.561,37.69,7.07
560068.1806,20.92,8.32
340917.3854,51.03,4.21
342763.2987,46.43,10.0
523778.007,48.82,9.67
155752.5599,46.87,4.24
486352.0095,22.01,8.99
250923.2967,66.92,10.0
667923.2014,24.52,9.16
475596.2442,5.6,7.22
419842.9604,18.49,9.57
150163.8716,55.0,4.18
157124.4944,27.4,5.79
197612.8364,20.09,6.64
409646.4482,62.9,6.34
148770.5336,29.27,9.79
213261.663,41.13,2.88
216433.4357,18.11,7.25
212162.2289,19.36,5.13
201706.6066,21.42,7.24
261627.3172,34.85,7.81
377300.6063,55.11,6.96
211992.4724,35.25,4.79
264839.3572,18.49,7.45
489802.9489,8.56,7.07
315149.8746,50.98,5.03
213942.7096,30.39,7.19
258971.5503,14.55,7.35
326000.9774,52.34,6.05
312373.5076,45.68,7.66
404266.6567,14.38,6.81
200522.0759,4.35,7.96
146466.797,35.35,5.84
316356.8508,2.69,7.86
614452.2313,39.14,7.3
109675.7564,39.41,4.58
188197.7996,50.62,8.98
177950.6854,26.65,5.55
267719.6513,48.71,8.27
313537.9701,17.01,8.48
364494.1333,36.34,8.9
231084.943,44.81,9.12
645447.0741,34.47,5.03
429335.8056,49.92,7.01
305869.2898,0.98,6.94
271978.4914,64.15,8.51
239669.8073,26.21,6.07
123193.9487,11.14,7.45
152463.6497,12.7,4.69
316639.2276,47.05,7.12
238850.653,9.66,8.8
237290.0276,31.95,7.26
314516.4965,4.27,10.0
139434.7349,30.45,6.92
208095.515,58.86,3.56
390564.6804,16.79,8.58
136573.2213,31.62,6.79
626404.882,27.23,9.38
350775.5173,45.88,4.55
244689.5845,15.15,7.22
240373.1799,7.5,7.92
387250.9039,51.4,8.95
129689.9637,16.98,3.64
293707.9213,20.16,7.36
368139.5903,7.56,9.87
179974.6589,22.98,3.62
259050.8582,34.23,9.02
326597.9895,38.96,7.99
175103.9545,26.32,9.22
533177.8282,23.97,10.0
316008.5649,39.65,5.07
288943.0812,4.07,8.66
151346.0076,18.27,5.05
189832.326,40.03,6.66
165314.1196,24.42,6.3
568686.5643,11.81,6.87
211134.6658,44.86,5.82
212058.1,28.63,9.48
366239.7416,27.94,9.22
228390.5602,46.85,9.18
456091.1396,4.11,10.0
300847.7556,27.52,7.27
160527.0884,34.8,5.57
233758.1789,4.36,10.0
620761.0913,41.78,8.69
417029.354,4.85,6.84
583594.3052,20.3,6.69
206009.2135,66.34,5.13
133702.1794,47.09,2.58
212495.787,30.82,8.19
221981.4242,28.95,6.61
474034.7618,23.71,7.52
192633.9577,30.26,4.53
427431.2759,19.22,6.85
261047.3999,28.96,5.95
296217.7279,60.97,6.52
129388.4959,36.97,3.44
409878.8723,26.78,8.37
495929.0495,49.16,6.51
147745.9663,61.5,8.19
219864.9676,38.34,4.39
475695.0762,11.74,7.77
316529.5757,41.82,5.7
423017.0623,45.13,6.97
297105.0299,39.44,5.21
349472.4024,66.53,5.76
238200.4947,13.44,7.17
792610.5784,39.77,6.93
344047.9713,69.62,5.47
211818.7781,33.55,9.85
285620.1963,41.84,4.75
210535.6385,38.1,6.51
254107.183,9.6,10.0
272714.9805,20.22,3.5
398329.3149,5.43,10.0
245087.8371,5.04,5.97
170927.4512,5.1,5.01
237038.4748,32.07,7.93
461624.9916,4.82,10.0
224554.9565,32.37,8.11
140612.4978,65.34,4.7
122369.3828,32.45,4.38
122942.4841,26.85,3.93
569970.3125,49.56,8.78
150732.3466,51.7,2.8
316067.8247,64.42,5.56
261671.7439,16.59,7.36
133318.193,4.8,5.48
138399.473,42.32,5.87
237929.7921,20.35,3.67
315406.2612,35.02,6.2
392453.3512,39.41,5.04
114903.9616,2.44,7.42
237640.116,20.24,7.66
182011.2419,3.09,7.55
470823.9488,25.38,8.25
202885.8129,44.28,10.0
111416.3788,42.26,6.17
208725.8216,63.76,7.68
314236.1486,52.33,7.82
284879.1228,32.4,5.35
233957.5616,25.33,9.07
383769.6262,40.56,7.43
272141.8741,44.92,7.25
434302.9891,43.81,6.39
514905.4143,30.18,4.67
235906.2019,40.24,6.42
690817.5719,43.4,8.58
162023.5571,26.02,5.82
538399.5854,4.72,10.0
254576.9433,45.75,7.82
397727.5906,29.59,8.51
291232.6503,22.58,6.51
125222.8788,46.22,3.1
166647.5865,27.42,4.44
156166.44,31.21,8.97
210119.1061,28.86,8.65
241756.4496,54.64,9.67
309935.7079,6.1,9.3
218627.8816,14.69,6.3
143641.9416,19.29,8.58
286044.0372,42.78,5.68
104023.8176,1.88,6.54
339797.2043,69.19,5.17
200364.2045,53.07,8.73
169634.2876,60.58,5.11
352065.9162,42.78,7.53
886794.5153,15.09,6.96
216799.6083,3.35,6.16
315392.5697,22.1,9.06
186050.0754,27.49,7.55
351693.9419,40.71,7.0
443988.6118,39.96,9.31
617207.559,23.34,8.27
